-392.48322 1 1
-371.80705 1 2
-392.57708 1 3
-369.02502 1 4
-378.03635 1 5
-364.46948 1 6
-389.25735 1 7
-387.8923 1 8
-372.52867 1 9
-375.10401 1 10
-354.19258 1 11
-390.14548 1 12
-380.30968 1 13
-388.47552 1 14
-367.77626 1 15
-388.12713 1 16
-389.14543 1 17
-389.10319 1 18
-383.66647 1 19
-387.10889 1 20
-373.65454 1 21
-390.49603 1 22
-392.57155 1 23
-379.10765 1 24
-392.4832 1 25
-360.76019 1 26
-379.04905 1 27
-375.28124 1 28
-388.60662 1 29
-380.44612 1 30
-380.01063 1 31
-367.62277 1 32
-373.15363 1 33
-384.56976 1 34
-382.52381 1 35
-388.53917 1 36
-373.4669 1 37
-377.5417 1 38
-384.74532 1 39
-372.99834 1 40
-386.54144 1 41
-387.13324 1 42
-389.28861 1 43
-364.04077 1 44
-383.88731 1 45
-382.99155 1 46
-384.64496 1 47
-383.38087 1 48
-392.57161 1 49
-383.53788 1 50
-372.88373 1 51
-390.64467 1 52
-390.56499 1 53
-384.87554 1 54
-374.91747 1 55
-377.60872 1 56
-375.46771 1 57
-385.58987 1 58
-381.536 1 59
-386.23557 1 60
-390.49604 1 61
-391.31395 1 62
-355.38346 1 63
-379.06535 1 64
-388.61909 1 65
-391.68831 1 66
-389.02628 1 67
-368.33799 1 68
-388.47621 1 69
-388.04462 1 70
-386.0572 1 71
-378.65673 1 72
-390.32776 1 73
-390.23202 1 74
-391.90075 1 75
-390.87786 1 76
-386.83149 1 77
-389.80884 1 78
-372.57502 1 79
-384.3661 1 80
-386.97416 1 81
-386.88242 1 82
-384.09906 1 83
-387.85254 1 84
-376.94923 1 85
-355.9014 1 86
-387.61989 1 87
-379.7544 1 88
-366.0941 1 89
-386.3557 1 90
-387.79682 1 91
-374.78566 1 92
-385.55886 1 93
-372.74321 1 94
-378.37478 1 95
-386.47117 1 96
-369.08153 1 97
-377.5069 1 98
-372.21989 1 99
-376.67485 1 100
-392.72613 2 1
-392.72611 2 2
-392.72611 2 3
-392.72604 2 4
-392.70584 2 5
-392.70582 2 6
-392.7058 2 7
-392.57784 2 8
-392.57708 2 9
-392.57705 2 10
-392.57688 2 11
-392.57161 2 12
-392.57155 2 13
-392.57119 2 14
-392.48322 2 15
-392.4832 2 16
-392.48316 2 17
-392.16246 2 18
-392.06177 2 19
-392.05215 2 20
-392.06543 2 21
-392.03132 2 22
-391.95862 2 23
-391.90075 2 24
-391.90045 2 25
-391.89999 2 26
-391.68906 2 27
-391.31396 2 28
-391.31395 2 29
-391.07099 2 30
-391.00496 2 31
-390.87786 2 32
-390.82195 2 33
-390.82195 2 34
-390.82195 2 35
-390.8129 2 36
-390.77978 2 37
-390.64467 2 38
-390.56499 2 39
-390.50054 2 40
-390.49604 2 41
-390.49603 2 42
-390.42232 2 43
-390.41901 2 44
-390.32776 2 45
-390.32421 2 46
-390.27517 2 47
-390.27517 2 48
-390.23236 2 49
-390.21795 2 50
-390.20556 2 51
-390.1463 2 52
-390.14548 2 53
-390.13245 2 54
-390.13245 2 55
-390.13245 2 56
-390.08224 2 57
-390.08128 2 58
-390.02803 2 59
-389.8969 2 60
-389.84123 2 61
-389.8287 2 62
-389.80927 2 63
-389.69709 2 64
-391.33493 2 65
-389.54462 2 66
-389.46456 2 67
-389.28861 2 68
-389.25749 2 69
-389.25782 2 70
-389.21151 2 71
-389.14543 2 72
-389.13375 2 73
-389.1318 2 74
-389.10322 2 75
-389.10319 2 76
-389.05233 2 77
-389.06074 2 78
-388.94718 2 79
-388.92032 2 80
-388.89424 2 81
-388.77936 2 82
-388.73598 2 83
-388.62975 2 84
-388.6655 2 85
-388.61909 2 86
-388.64071 2 87
-388.60445 2 88
-388.53917 2 89
-388.47621 2 90
-388.47606 2 91
-388.274 2 92
-388.27124 2 93
-388.19874 2 94
-388.16216 2 95
-388.13442 2 96
-388.12713 2 97
-388.04462 2 98
-388.00981 2 99
-387.90828 2 100
-392.72613 3 1
-392.72612 3 2
-392.72611 3 3
-392.72611 3 4
-392.72604 3 5
-392.72604 3 6
-392.72599 3 7
-392.72595 3 8
-392.72587 3 9
-392.72556 3 10
-392.70585 3 11
-392.70584 3 12
-392.70582 3 13
-392.7058 3 14
-392.70572 3 15
-392.7057 3 16
-392.70547 3 17
-392.70523 3 18
-392.69473 3 19
-392.57801 3 20
-392.57796 3 21
-392.57794 3 22
-392.57784 3 23
-392.57708 3 24
-392.57705 3 25
-392.577 3 26
-392.57688 3 27
-392.57161 3 28
-392.57158 3 29
-392.57156 3 30
-392.57155 3 31
-392.57152 3 32
-392.57147 3 33
-392.57119 3 34
-392.48324 3 35
-392.48322 3 36
-392.48322 3 37
-392.4832 3 38
-392.48316 3 39
-392.48312 3 40
-392.24826 3 41
-392.16246 3 42
-392.08394 3 43
-392.06591 3 44
-392.06177 3 45
-392.05215 3 46
-392.03132 3 47
-391.98813 3 48
-391.95862 3 49
-391.90079 3 50
-391.90075 3 51
-391.90045 3 52
-391.9004 3 53
-391.90045 3 54
-391.90034 3 55
-391.90033 3 56
-391.89999 3 57
-391.88844 3 58
-391.88832 3 59
-391.86777 3 60
-391.68906 3 61
-392.57792 3 62
-392.48321 3 63
-391.43836 3 64
-391.34862 3 65
-391.59748 3 66
-391.31397 3 67
-391.31396 3 68
-391.31395 3 69
-391.20899 3 70
-391.10086 3 71
-391.10516 3 72
-391.07099 3 73
-391.00496 3 74
-390.98622 3 75
-390.87786 3 76
-390.84816 3 77
-390.82195 3 78
-390.82195 3 79
-390.82195 3 80
-390.8129 3 81
-390.77978 3 82
-390.65777 3 83
-390.64467 3 84
-390.6032 3 85
-390.56499 3 86
-390.50054 3 87
-390.49605 3 88
-390.49604 3 89
-390.49603 3 90
-390.42232 3 91
-390.41901 3 92
-390.40541 3 93
-390.43857 3 94
-390.32776 3 95
-390.32421 3 96
-390.28661 3 97
-390.27517 3 98
-390.27517 3 99
-390.23236 3 100
-392.72616 4 1
-392.72613 4 2
-392.72612 4 3
-392.72611 4 4
-392.72611 4 5
-392.72604 4 6
-392.72604 4 7
-392.72603 4 8
-392.72599 4 9
-392.72597 4 10
-392.72595 4 11
-392.72592 4 12
-392.72588 4 13
-392.72587 4 14
-392.72582 4 15
-392.72556 4 16
-392.70586 4 17
-392.70585 4 18
-392.70585 4 19
-392.70584 4 20
-392.70583 4 21
-392.70582 4 22
-392.7058 4 23
-392.70572 4 24
-392.7057 4 25
-392.70547 4 26
-392.70538 4 27
-392.70529 4 28
-392.70529 4 29
-392.70525 4 30
-392.70523 4 31
-392.69473 4 32
-392.62843 4 33
-392.57801 4 34
-392.57797 4 35
